Alloy_ID,Formula_String,WT_Al,WT_Zn,WT_Mg,WT_Cu,Aging_Temp_C,Aging_Time_Hours,Yield_Strength_MPa,Hardness_HV
Paper_Source_9,Al0.889Zn0.074Mg0.025Cu0.012,0.88918903,0.074211651,0.025012295,0.011587024,150,46.85359965,529.197699,173.4201341
Paper_Source_1,Al0.901Zn0.062Mg0.026Cu0.011,0.901201514,0.062007625,0.026136695,0.010654166,120,16.50255011,543.27305,173.8055457
Paper_Source_11,Al0.912Zn0.046Mg0.030Cu0.012,0.912147789,0.046101912,0.029810103,0.011940197,150,9.150600995,626.904955,203.4277702
Paper_Source_3,Al0.907Zn0.065Mg0.018Cu0.010,0.907468133,0.064758846,0.018252354,0.009520668,,38.01067909,438.3555484,148.2321837
Paper_Source_4,Al0.925Zn0.042Mg0.017Cu0.016,0.924626072,0.041719426,0.017440362,0.016214141,120,31.78861934,445.6264466,144.6938434
Paper_Source_14,Al0.876Zn0.085Mg0.026Cu0.013,0.876464915,0.08546602,0.025528259,0.012540806,150,24.16429653,572.5895321,184.2550762
Paper_Source_7,Al0.922Zn0.053Mg0.017Cu0.008,0.92176174,0.052938999,0.016816071,0.00848319,135,26.87976867,466.1335858,148.4177937
Paper_Source_10,Al0.880Zn0.073Mg0.029Cu0.018,0.879765121,0.073126114,0.028615147,0.018493619,120,34.66208447,572.3072856,184.1294246
Paper_Source_4,Al0.906Zn0.056Mg0.027Cu0.011,0.906487823,0.055585554,0.027168255,0.010758368,120,11.35160021,450.9396605,143.2488558
Paper_Source_2,Al0.902Zn0.066Mg0.019Cu0.013,0.902263425,0.066003401,0.018579881,0.013153293,120,47.82586101,468.6412059,151.8462361
Paper_Source_7,Al0.889Zn0.067Mg0.025Cu0.019,0.889049983,0.067335514,0.025017421,0.018597082,150,46.8026752,534.6106034,172.7138937
Paper_Source_6,Al0.911Zn0.049Mg0.025Cu0.014,0.91130285,0.049242723,0.025090857,0.01436357,135,31.3904701,458.090264,142.3655049
Paper_Source_3,Al0.893Zn0.088Mg0.012Cu0.007,0.892704821,0.088479231,0.012062477,0.006753471,150,9.978266419,687.5002222,221.7278702
Paper_Source_6,Al0.874Zn0.079Mg0.028Cu0.019,0.874094819,0.078756641,0.028051058,0.019097482,150,32.81084152,574.0920795,187.8813592
Paper_Source_11,Al0.879Zn0.087Mg0.020Cu0.014,0.878504385,0.086974947,0.020105047,0.014415621,135,3.929424427,536.3980385,172.0338457
Paper_Source_15,Al0.879Zn0.085Mg0.027Cu0.010,0.878705899,0.084741368,0.026529149,0.010023584,150,1.955993855,578.380823,184.9422171
Paper_Source_6,Al0.907Zn0.070Mg0.016Cu0.007,0.906614928,0.069894999,0.016400992,0.007089081,135,12.7399372,559.1518927,176.9273264
Paper_Source_12,Al0.869Zn0.086Mg0.028Cu0.017,0.869085446,0.086093712,0.027910465,0.016910378,120,22.47459045,778.6873905,246.5445007
Paper_Source_5,Al0.923Zn0.044Mg0.018Cu0.014,0.92349025,0.044424625,0.017784034,0.014301091,135,41.74294401,409.4967973,134.1741142
Paper_Source_4,Al0.927Zn0.050Mg0.010Cu0.013,0.926982187,0.049799143,0.010216753,0.013001916,120,35.04053081,377.5298085,121.3301134
Paper_Source_10,Al0.911Zn0.042Mg0.028Cu0.018,0.911222607,0.042261364,0.02810764,0.018408389,150,35.77855976,464.4189302,151.742612
Paper_Source_12,Al0.915Zn0.056Mg0.012Cu0.017,0.915078792,0.056266517,0.011825734,0.016828958,150,20.71093339,440.59514,145.9557739
Paper_Source_15,Al0.917Zn0.059Mg0.016Cu0.007,0.91690474,0.059433864,0.016386273,0.007275123,120,16.93191215,488.256964,159.8053657
Paper_Source_1,Al0.908Zn0.054Mg0.029Cu0.010,0.907755478,0.053567452,0.029001239,0.009675831,150,18.12434124,535.1995997,171.2891014
Paper_Source_10,Al0.881Zn0.081Mg0.029Cu0.009,0.880823645,0.081436875,0.029012143,0.008727337,135,47.41335428,562.8756269,181.934952
Paper_Source_6,Al0.905Zn0.058Mg0.021Cu0.016,0.904534382,0.057837666,0.021468758,0.016159194,120,2.405186592,479.3472225,153.0912041
Paper_Source_2,Al0.918Zn0.054Mg0.023Cu0.006,0.917813544,0.054046725,0.022636744,0.005502987,150,41.68399607,427.0544457,135.9887775
Paper_Source_13,Al0.900Zn0.067Mg0.019Cu0.014,0.90034794,0.067134804,0.01896891,0.013548345,120,27.98708191,601.6345052,194.9326848
Paper_Source_3,Al0.921Zn0.047Mg0.016Cu0.016,0.920652693,0.047046211,0.015864215,0.01643688,135,21.33423241,565.7157311,180.4082108
Paper_Source_14,Al0.885Zn0.080Mg0.017Cu0.018,0.885165376,0.080109849,0.016573291,0.018151485,135,34.94973887,530.3130917,165.5458602
Paper_Source_8,Al0.923Zn0.044Mg0.023Cu0.010,0.922690872,0.043727532,0.023450369,0.010131226,150,23.61677472,404.4992348,128.2632544
Paper_Source_10,Al0.868Zn0.089Mg0.025Cu0.017,0.868289303,0.089344347,0.025047491,0.01731886,135,41.98760381,565.2799576,181.5811706
Paper_Source_14,Al0.889Zn0.079Mg0.026Cu0.007,0.888896705,0.078612238,0.025831581,0.006659476,120,43.28333854,521.0771089,171.8928862
Paper_Source_14,Al0.907Zn0.050Mg0.026Cu0.018,0.906575069,0.049935784,0.025792363,0.017696784,135,20.53174403,629.6716022,201.892528
Paper_Source_6,Al0.941Zn0.040Mg0.012Cu0.007,0.940987442,0.040276106,0.011824122,0.00691233,120,13.64932037,348.3776698,113.6597037
Paper_Source_3,Al0.888Zn0.081Mg0.020Cu0.011,0.888379213,0.080773071,0.019888406,0.010959309,120,28.63664061,612.4565468,197.1458574
Paper_Source_7,Al0.897Zn0.075Mg0.011Cu0.017,0.896546527,0.075342867,0.011151175,0.01695943,135,43.83725892,477.5417935,157.1117527
Paper_Source_4,Al0.895Zn0.076Mg0.021Cu0.007,0.895310303,0.076450358,0.020990578,0.007248761,150,10.50645398,701.4493038,229.1667099
Paper_Source_14,Al0.894Zn0.079Mg0.019Cu0.008,0.894167102,0.078563517,0.01883061,0.008438771,135,30.09091272,482.9351876,158.7259822
Paper_Source_9,Al0.913Zn0.044Mg0.028Cu0.016,0.912709895,0.043702233,0.027754084,0.015833789,120,30.49911045,536.9331917,168.8692966
Paper_Source_15,Al0.909Zn0.058Mg0.017Cu0.016,0.909257865,0.057923286,0.0170183,0.015800548,120,35.32286856,469.7164316,152.0382397
Paper_Source_5,Al0.927Zn0.046Mg0.012Cu0.015,0.927247992,0.045793453,0.01234134,0.014617214,135,6.749465044,379.2857684,124.2475944
Paper_Source_3,Al0.889Zn0.083Mg0.013Cu0.015,0.888575768,0.083155171,0.012859834,0.015409227,150,34.50168582,513.294893,166.5328441
Paper_Source_2,Al0.890Zn0.071Mg0.025Cu0.013,0.890464014,0.071164906,0.025230213,0.013140867,150,43.67904473,507.3900341,165.2656954
Paper_Source_11,Al0.912Zn0.057Mg0.022Cu0.009,0.912313752,0.056544901,0.022364361,0.008776986,,9.034947671,449.5477926,145.1612945
Paper_Source_2,Al0.935Zn0.043Mg0.012Cu0.010,0.934614189,0.043177918,0.012022454,0.01018544,120,11.78330793,355.5476164,112.830819
Paper_Source_3,Al0.925Zn0.056Mg0.012Cu0.008,0.925044782,0.055549116,0.011682136,0.007723966,,46.64126697,418.7314324,130.8319121
Paper_Source_2,Al0.901Zn0.056Mg0.024Cu0.019,0.901094693,0.056259166,0.024019383,0.018626758,135,9.096405254,499.3975109,159.4820477
Paper_Source_14,Al0.898Zn0.076Mg0.011Cu0.014,0.898313554,0.076480309,0.01145526,0.013750877,120,41.08329194,470.3198198,158.4113456
Paper_Source_4,Al0.891Zn0.072Mg0.026Cu0.011,0.890672154,0.071877874,0.026437201,0.011012771,120,23.88319818,719.2324927,230.7963536
Paper_Source_2,Al0.880Zn0.084Mg0.024Cu0.012,0.879584431,0.084360637,0.024124845,0.011930087,150,12.24347603,779.5702374,246.5757946
Paper_Source_10,Al0.906Zn0.064Mg0.012Cu0.019,0.905553028,0.063610746,0.011626976,0.01920925,135,41.86062031,463.6563405,151.3981848
Paper_Source_9,Al0.935Zn0.046Mg0.012Cu0.007,0.935023262,0.045979712,0.011696754,0.007300271,150,21.65199961,401.6958857,131.717968
Paper_Source_2,Al0.881Zn0.076Mg0.030Cu0.014,0.880811522,0.075662239,0.029732792,0.013793447,135,24.95382431,624.4581705,204.6564305
Paper_Source_9,Al0.892Zn0.078Mg0.017Cu0.013,0.891887001,0.078039252,0.017485416,0.01258833,135,17.56358505,700.2950867,227.0790871
Paper_Source_13,Al0.900Zn0.068Mg0.017Cu0.014,0.900351484,0.06806386,0.017412843,0.014171814,135,28.66516544,493.0168161,161.1516864
Paper_Source_6,Al0.890Zn0.079Mg0.026Cu0.005,0.889923997,0.078548359,0.026255991,0.005271653,120,8.267383948,525.6948074,174.179513
Paper_Source_1,Al0.888Zn0.065Mg0.029Cu0.018,0.88828339,0.06468978,0.028944972,0.018081859,150,19.07637299,597.4592128,190.8650946
Paper_Source_4,Al0.885Zn0.066Mg0.030Cu0.019,0.885161563,0.066136641,0.029720021,0.018981774,150,46.54708531,544.988237,173.4430303
Paper_Source_15,Al0.900Zn0.061Mg0.025Cu0.013,0.900078388,0.061377051,0.025067564,0.013476998,135,12.76133805,581.8338396,184.951869
Paper_Source_14,Al0.926Zn0.041Mg0.018Cu0.015,0.92575409,0.041270956,0.017525192,0.015449762,120,31.69499157,450.1627631,144.5493706
Paper_Source_1,Al0.924Zn0.045Mg0.012Cu0.019,0.924097924,0.045394571,0.011670014,0.018837491,120,15.94652805,433.6464655,143.4695127
Paper_Source_14,Al0.917Zn0.042Mg0.026Cu0.016,0.917277023,0.041571459,0.025542938,0.01560858,150,37.23997347,395.8643281,129.0183413
Paper_Source_6,Al0.900Zn0.072Mg0.021Cu0.007,0.899723309,0.071820521,0.021168085,0.007288086,120,6.716498884,495.0529506,160.9162301
Paper_Source_14,Al0.912Zn0.056Mg0.018Cu0.014,0.912153435,0.055717799,0.01848444,0.013644325,120,46.56649964,431.2257569,134.556813
Paper_Source_13,Al0.892Zn0.065Mg0.028Cu0.014,0.892343652,0.065428535,0.028127088,0.014100726,135,22.05500322,640.4087113,204.8504882
Paper_Source_4,Al0.891Zn0.085Mg0.012Cu0.011,0.891035767,0.085378324,0.01222395,0.01136196,120,11.71239701,489.4625338,153.3019959
Paper_Source_3,Al0.912Zn0.052Mg0.020Cu0.016,0.911636223,0.052464611,0.019852502,0.016046664,135,3.991095498,437.5909462,144.0864842
Paper_Source_3,Al0.910Zn0.061Mg0.010Cu0.019,0.910238276,0.060519146,0.010227073,0.019015505,150,8.563500492,586.6615558,193.2097794
Paper_Source_9,Al0.884Zn0.078Mg0.019Cu0.019,0.883965703,0.077777557,0.019373213,0.018883528,120,25.18926256,706.2014968,229.7558513
Paper_Source_6,Al0.926Zn0.051Mg0.011Cu0.012,0.925671436,0.051439908,0.011126066,0.011762591,150,16.50765088,513.9831862,163.3340627
Paper_Source_9,Al0.937Zn0.044Mg0.012Cu0.007,0.937076075,0.043848995,0.012376358,0.006698571,150,39.87195988,363.8512303,121.0764209
Paper_Source_13,Al0.913Zn0.054Mg0.012Cu0.020,0.913389284,0.054487573,0.012350525,0.019772618,120,20.96715737,606.4478958,194.9952162
Paper_Source_5,Al0.911Zn0.048Mg0.023Cu0.018,0.911371258,0.048061064,0.022984206,0.017583471,120,12.31392795,435.6318685,137.490261
Paper_Source_2,Al0.882Zn0.086Mg0.025Cu0.007,0.88172428,0.086484883,0.024920898,0.00686994,150,29.81438686,543.0460611,172.7651381
Paper_Source_8,Al0.879Zn0.080Mg0.022Cu0.019,0.879113977,0.080406019,0.021667375,0.018812628,120,34.0719178,558.201918,178.9897432
Paper_Source_5,Al0.881Zn0.072Mg0.029Cu0.018,0.881037916,0.071670188,0.029243451,0.018048445,135,8.434490625,579.6878417,187.1200243
Paper_Source_2,Al0.886Zn0.084Mg0.017Cu0.013,0.886146988,0.08357303,0.017497412,0.012782571,135,8.461912774,534.3579858,171.9701833
Paper_Source_4,Al0.890Zn0.080Mg0.016Cu0.014,0.890233023,0.080183604,0.015714242,0.013869132,120,2.241892779,514.3650777,162.3925476
Paper_Source_9,Al0.912Zn0.049Mg0.027Cu0.011,0.912314474,0.049328503,0.027371983,0.010985041,150,35.47909572,428.6499335,141.3074631
Paper_Source_15,Al0.895Zn0.085Mg0.014Cu0.006,0.895078709,0.08462795,0.014471917,0.005821425,120,32.03071506,517.9818369,166.7144003
Paper_Source_4,Al0.894Zn0.067Mg0.029Cu0.010,0.893740478,0.066967112,0.029264451,0.010027959,120,23.0449666,722.7226814,231.3519642
Paper_Source_13,Al0.892Zn0.080Mg0.010Cu0.017,0.892342101,0.080372008,0.010243089,0.017042802,150,40.59809633,465.1314257,152.8181513
Paper_Source_12,Al0.881Zn0.085Mg0.029Cu0.005,0.880728378,0.084804565,0.029397577,0.00506948,150,38.76933227,544.6752694,172.7431843
Paper_Source_12,Al0.923Zn0.056Mg0.011Cu0.010,0.92323414,0.055900174,0.010863198,0.010002488,135,28.30433231,402.7035631,125.8321497
Paper_Source_12,Al0.916Zn0.046Mg0.028Cu0.011,0.915702011,0.045502596,0.027822862,0.01097253,150,41.74288582,451.3427966,148.7756691
Paper_Source_13,Al0.915Zn0.051Mg0.021Cu0.013,0.914988286,0.051396758,0.020554022,0.013060934,135,10.27745748,455.8385511,151.7731635
Paper_Source_15,Al0.890Zn0.061Mg0.030Cu0.019,0.88998748,0.061355389,0.029859296,0.018797834,150,5.816181921,599.8040761,192.3299458
Paper_Source_14,Al0.897Zn0.081Mg0.011Cu0.010,0.89742814,0.080900738,0.011475931,0.01019519,120,13.31310655,499.4708331,161.0046986
Paper_Source_4,Al0.886Zn0.083Mg0.021Cu0.010,0.885682087,0.083036529,0.021077086,0.010204298,135,3.211625664,524.3441787,166.2766217
Paper_Source_2,Al0.914Zn0.040Mg0.029Cu0.016,0.914203824,0.040347607,0.029386051,0.016062519,135,25.73055258,486.6963621,157.0125579
Paper_Source_13,Al0.902Zn0.066Mg0.020Cu0.012,0.902217409,0.065537365,0.020461957,0.011783269,135,44.98877038,476.8569567,152.6355616
Paper_Source_12,Al0.908Zn0.061Mg0.023Cu0.008,0.908172405,0.06087055,0.022587973,0.008369072,120,2.368818182,457.8748452,147.4462419
Paper_Source_15,Al0.913Zn0.051Mg0.024Cu0.012,0.913193043,0.051105391,0.023914974,0.011786593,120,6.300220915,459.9567621,149.396295
Paper_Source_6,Al0.928Zn0.046Mg0.019Cu0.007,0.927803055,0.045993268,0.019090821,0.007112855,120,21.97945384,571.6207977,181.648442
Paper_Source_13,Al0.913Zn0.057Mg0.023Cu0.008,0.912922275,0.056880759,0.022551162,0.007645805,120,44.85906333,445.5061195,142.8071231
Paper_Source_11,Al0.879Zn0.087Mg0.022Cu0.012,0.878692712,0.087145485,0.021686286,0.012475517,120,15.51741499,583.3272354,183.6606224
Paper_Source_14,Al0.905Zn0.056Mg0.028Cu0.011,0.904532811,0.056160147,0.02802316,0.011283882,135,24.59365341,542.9819049,174.267985
Paper_Source_2,Al0.904Zn0.066Mg0.011Cu0.019,0.904428853,0.065939531,0.010908928,0.018722689,120,2.474710805,409.4578243,131.8495839
Paper_Source_12,Al0.899Zn0.075Mg0.016Cu0.010,0.89879388,0.075150948,0.015619264,0.010435908,135,7.546302046,488.4698551,158.1433771
Paper_Source_7,Al0.899Zn0.058Mg0.029Cu0.014,0.899101465,0.05818148,0.02900823,0.013708825,120,47.36493084,503.3913501,162.9832478
Paper_Source_3,Al0.869Zn0.089Mg0.028Cu0.014,0.869121656,0.088589104,0.027805276,0.014483964,150,46.34313808,592.2841262,193.3192024
Paper_Source_15,Al0.888Zn0.088Mg0.019Cu0.005,0.887568083,0.088122365,0.019113135,0.005196417,135,0.734649094,526.3913903,165.954508
Paper_Source_3,Al0.910Zn0.053Mg0.022Cu0.015,0.910055173,0.052589115,0.022402652,0.014953061,150,45.71105981,434.3055338,136.3828667
Paper_Source_5,Al0.912Zn0.065Mg0.016Cu0.008,0.911919412,0.064862425,0.015547624,0.00767054,135,30.85819705,446.8106076,145.4548489
Paper_Source_3,Al0.912Zn0.055Mg0.014Cu0.019,0.911777607,0.055043915,0.013762423,0.019416055,,41.72611899,417.8357459,129.6883213
Paper_Source_2,Al0.919Zn0.054Mg0.019Cu0.007,0.919254066,0.054242025,0.019273968,0.007229941,120,22.10014314,618.1153834,199.8503097
Paper_Source_10,Al0.930Zn0.042Mg0.017Cu0.011,0.929869246,0.041844347,0.017067045,0.011219362,120,24.99081136,588.1533711,186.7761616
Paper_Source_9,Al0.902Zn0.070Mg0.022Cu0.006,0.901568416,0.070478217,0.021673122,0.006280245,120,23.72021256,679.2402719,223.0418017
Paper_Source_2,Al0.903Zn0.065Mg0.012Cu0.020,0.903358242,0.065133951,0.011554693,0.019953114,135,32.17605223,437.6403022,141.800422
Paper_Source_14,Al0.915Zn0.043Mg0.029Cu0.013,0.915405241,0.042573938,0.029487896,0.012532925,150,7.133434601,564.3690408,181.5066392
Paper_Source_11,Al0.902Zn0.054Mg0.030Cu0.014,0.902412687,0.053932323,0.029724215,0.013930775,120,1.923745519,480.5239348,158.0770231
Paper_Source_2,Al0.885Zn0.085Mg0.024Cu0.006,0.884617324,0.085413294,0.023963234,0.006006147,150,15.12667223,692.0078996,220.5698497
Paper_Source_13,Al0.911Zn0.052Mg0.021Cu0.016,0.911050571,0.051978095,0.020721927,0.016249407,,33.97233623,429.5039548,136.3661388
Paper_Source_15,Al0.928Zn0.047Mg0.016Cu0.008,0.92841612,0.047244744,0.016190552,0.008148584,120,10.08803898,386.0641653,121.3831904
Paper_Source_8,Al0.891Zn0.064Mg0.026Cu0.018,0.890780647,0.064472638,0.0262759,0.018470814,120,32.48804058,563.0124351,179.4543165
Paper_Source_15,Al0.879Zn0.089Mg0.024Cu0.008,0.878945759,0.089282523,0.023694623,0.008077095,150,46.57082219,546.4200506,176.4173215
Paper_Source_9,Al0.927Zn0.052Mg0.013Cu0.008,0.926784582,0.052102764,0.013252339,0.007860316,120,4.960284,388.8420936,126.6678131
Paper_Source_7,Al0.893Zn0.074Mg0.028Cu0.006,0.892626434,0.073606777,0.028218544,0.005548245,120,32.44860062,556.1133742,181.7949653
Paper_Source_3,Al0.883Zn0.078Mg0.026Cu0.012,0.88338727,0.078080981,0.026450745,0.012081004,120,21.57813542,706.8800504,223.4640126
Paper_Source_9,Al0.906Zn0.052Mg0.029Cu0.013,0.905649508,0.051881877,0.028995998,0.013472617,135,41.73675708,451.3540775,145.168432
Paper_Source_3,Al0.893Zn0.076Mg0.025Cu0.006,0.893089163,0.076410817,0.02451439,0.00598563,150,8.914614999,665.41408,211.8792919
Paper_Source_5,Al0.903Zn0.058Mg0.022Cu0.017,0.902709625,0.058389157,0.022268304,0.016632914,150,33.39973273,471.3368713,151.5309343
Paper_Source_9,Al0.898Zn0.072Mg0.018Cu0.012,0.898220515,0.071615292,0.018364861,0.011799333,135,40.31047626,482.3131618,161.4202999
Paper_Source_12,Al0.887Zn0.072Mg0.029Cu0.013,0.886803091,0.071676486,0.02865457,0.012865854,,45.36917543,539.455298,174.7474925
Paper_Source_14,Al0.894Zn0.067Mg0.027Cu0.012,0.894278547,0.066788734,0.027321278,0.011611441,120,32.95428134,536.5613822,175.3329793
Paper_Source_14,Al0.934Zn0.045Mg0.011Cu0.011,0.933569692,0.044514489,0.010904373,0.011011446,150,24.11580129,365.31552,122.7454443
Paper_Source_3,Al0.894Zn0.082Mg0.011Cu0.013,0.894312931,0.081765125,0.010527339,0.013394605,,29.84774391,562.0963301,184.1397924
Paper_Source_7,Al0.919Zn0.056Mg0.018Cu0.007,0.919103126,0.056039003,0.017529267,0.007328604,,41.77298676,430.3610426,137.7063566
Paper_Source_12,Al0.917Zn0.049Mg0.026Cu0.008,0.916734086,0.049325926,0.026211067,0.007728922,120,27.60396297,580.456037,184.0543027
Paper_Source_1,Al0.910Zn0.042Mg0.030Cu0.018,0.910288936,0.042038757,0.029745523,0.017926784,150,1.943385336,458.2263949,147.7396054
Paper_Source_4,Al0.898Zn0.070Mg0.013Cu0.019,0.898255283,0.069544647,0.013008338,0.019191732,150,44.72006304,472.5340634,151.0110786
Paper_Source_4,Al0.894Zn0.074Mg0.022Cu0.011,0.893639528,0.073878218,0.021882614,0.01059964,150,33.25252067,485.9464775,152.945625
Paper_Source_7,Al0.932Zn0.041Mg0.018Cu0.009,0.932491621,0.040829391,0.017617817,0.00906117,135,32.63438582,406.6120224,131.767481
Paper_Source_8,Al0.890Zn0.066Mg0.029Cu0.015,0.890337066,0.065604653,0.029398288,0.014659993,135,10.74456974,576.6739255,186.6885627
Paper_Source_1,Al0.911Zn0.051Mg0.027Cu0.011,0.91070182,0.051324789,0.026842378,0.011131013,150,31.79705984,460.143453,152.8561637
Paper_Source_5,Al0.896Zn0.072Mg0.027Cu0.005,0.895593991,0.07225864,0.026766574,0.005380795,120,19.20855927,617.0191028,198.1340126
Paper_Source_7,Al0.925Zn0.049Mg0.019Cu0.007,0.924565526,0.048718321,0.019373863,0.007342289,135,31.43356641,404.0883699,131.0513905
Paper_Source_12,Al0.891Zn0.075Mg0.018Cu0.016,0.89141714,0.074546887,0.01829639,0.015739583,150,5.56316894,567.7271895,181.4740895
Paper_Source_4,Al0.910Zn0.059Mg0.015Cu0.015,0.910311232,0.059336767,0.015468141,0.014883859,150,31.74765197,429.8637648,140.8486541
Paper_Source_13,Al0.897Zn0.087Mg0.011Cu0.005,0.896629551,0.086836499,0.01112751,0.00540644,,47.97215197,489.3287588,157.5364422
Paper_Source_4,Al0.917Zn0.047Mg0.027Cu0.008,0.917499923,0.046876047,0.027294448,0.008329582,135,2.790071846,433.6137487,136.9439238
